order_id,customer_id,product_id,quantity,unit_price,total_amount,order_date,order_status,shipping_city,shipping_state
2615,560,136,3,287.21,861.63,2025-04-09,Delivered,North Jeffreyburgh,Washington
2616,453,44,1,268.71,268.71,2024-07-26,Shipped,South Keithfurt,Maryland
2617,778,53,3,149.5,448.5,2025-02-18,Delivered,Port Daniel,Nevada
2618,800,102,3,75.07,225.21,2024-11-04,Delivered,South Jonathan,Illinois
2619,450,26,6,13.77,82.62,2025-01-28,Shipped,North Mark,South Carolina
2620,75,8,1,71.61,71.61,2024-06-28,Delivered,West Elizabethbury,Alabama
2621,319,148,3,75.74,227.22,2025-02-24,Delivered,North Christinafort,Maine
2622,404,121,4,14.65,58.6,2024-06-18,Delivered,East Larry,North Dakota
2623,140,46,2,23.4,0.0,2025-05-01,Cancelled,Danafort,Maryland
2624,188,78,1,81.52,81.52,2025-06-15,Processing,Jonesfurt,Iowa
2625,494,106,1,137.04,137.04,2025-07-06,Delivered,North Jeffery,Delaware
2626,15,113,4,97.48,389.92,2024-12-25,Shipped,Wongchester,Arkansas
2627,808,180,1,21.56,21.56,2024-10-01,Delivered,Christopherbury,North Dakota
2628,569,153,1,20.9,20.9,2025-06-20,Delivered,Port Frankfort,West Virginia
2629,282,68,1,21.83,21.83,2025-06-29,Shipped,Robertsmouth,Texas
2630,700,31,2,61.67,123.34,2024-07-29,Delivered,Ashleymouth,Kentucky
2631,789,16,2,218.41,436.82,2025-10-11,Delivered,South Donna,Florida
2632,535,160,6,44.92,269.52,2024-12-06,Returned,Harrychester,Missouri
2633,134,10,2,1605.0,3210.0,2025-09-22,Delivered,South Monica,Connecticut
2634,652,132,1,115.46,115.46,2025-08-16,Processing,South Carlhaven,Washington
2635,586,65,3,180.33,540.99,2025-04-11,Delivered,South Martinmouth,Louisiana
2636,821,38,1,31.4,31.4,2024-11-13,Returned,Deanport,North Carolina
2637,457,93,1,1327.15,1327.15,2024-09-10,Delivered,North Katrina,Maryland
2638,379,88,1,35.05,35.05,2024-01-03,Delivered,Rogerchester,Minnesota
2639,504,59,4,6.69,26.76,2025-10-28,Delivered,Andersonport,Maryland
2640,717,153,6,20.9,125.4,2024-01-15,Delivered,New Carolyn,Indiana
2641,384,15,5,81.03,405.15,2025-02-02,Delivered,Thompsonmouth,North Dakota
2642,977,157,1,160.66,160.66,2025-05-24,Delivered,Brockfurt,Colorado
2643,88,82,1,37.77,37.77,2024-06-12,Delivered,South Ruthburgh,Idaho
2644,599,130,1,186.07,186.07,2025-08-04,Processing,Hillhaven,Montana
2645,410,1,3,30.83,0.0,2025-02-16,Cancelled,New Mirandamouth,New Jersey
2646,508,168,2,36.23,72.46,2025-04-05,Delivered,Port Amanda,New Mexico
2647,675,86,2,282.32,564.64,2024-02-10,Delivered,Brandifurt,Illinois
2648,193,144,2,16.76,33.52,2025-01-23,Delivered,Port Kimberly,Arkansas
2649,190,193,2,7.88,0.0,2025-11-23,Cancelled,New Richardmouth,Arizona
2650,90,121,5,14.65,73.25,2024-09-02,Processing,Perryburgh,Kentucky
2651,294,75,4,17.14,68.56,2024-06-19,Delivered,North Joshua,West Virginia
2652,587,99,5,49.77,248.85,2025-10-14,Delivered,Lake Tammy,Tennessee
2653,634,115,11,29.6,325.6,2025-07-12,Delivered,North Melaniestad,Oklahoma
2654,470,45,4,172.19,688.76,2025-05-10,Delivered,Lake Victoriastad,New Jersey
2655,965,82,5,37.77,0.0,2024-05-26,Cancelled,Ryanside,North Carolina
2656,843,69,1,87.97,87.97,2024-07-04,Shipped,Allenberg,Massachusetts
2657,151,183,2,135.59,271.18,2024-02-08,Delivered,Garrettside,Indiana
2658,647,170,2,178.63,357.26,2024-11-13,Delivered,Campbellton,South Carolina
2659,272,27,1,90.21,90.21,2025-02-10,Delivered,Kathrynton,Arizona
2660,465,93,1,1327.15,1327.15,2024-05-30,Delivered,Simstown,North Carolina
2661,397,77,2,759.78,1519.56,2025-04-27,Delivered,Ericberg,New Hampshire
2662,216,187,3,393.01,1179.03,2025-11-10,Delivered,Lake Heatherville,Washington
2663,922,15,1,81.03,81.03,2024-09-20,Delivered,Annastad,Maryland
2664,226,143,1,86.44,86.44,2025-05-21,Delivered,Jamesmouth,Oregon
2665,28,36,1,754.48,754.48,2025-06-07,Delivered,Patriciastad,Oklahoma
2666,419,113,4,97.48,389.92,2025-10-19,Delivered,Port Nancy,Wyoming
2667,764,167,4,79.13,316.52,2025-11-05,Delivered,Mckinneyberg,Idaho
2668,193,82,2,37.77,0.0,2024-07-16,Cancelled,Port Kimberly,Arkansas
2669,555,19,3,27.97,83.91,2025-03-08,Delivered,Martinmouth,New Mexico
2670,715,34,5,18.21,91.05,2025-04-25,Delivered,New Steven,Indiana
2671,601,106,2,137.04,274.08,2024-04-20,Returned,Lake Michelle,Georgia
2672,166,3,3,104.42,0.0,2024-07-14,Cancelled,Vanessamouth,Oklahoma
2673,597,94,2,56.88,113.76,2025-03-28,Delivered,South Patrickstad,West Virginia
2674,866,45,2,172.19,344.38,2024-06-21,Delivered,East Aaronchester,New Mexico
2675,526,122,3,28.49,85.47,2024-04-16,Delivered,East Ronaldchester,Kentucky
2676,63,21,1,403.17,403.17,2025-04-30,Delivered,Stewartstad,Arkansas
2677,630,190,3,105.43,316.29,2024-05-17,Returned,New Ashleyborough,New Hampshire
2678,154,166,8,12.13,97.04,2024-02-12,Shipped,North Carol,Tennessee
2679,58,130,1,186.07,186.07,2025-02-01,Shipped,Jessicabury,New Jersey
2680,490,97,5,62.81,314.05,2025-04-09,Shipped,Chapmanborough,Kansas
2681,838,21,1,403.17,403.17,2025-06-01,Delivered,New Barry,Wyoming
2682,182,70,3,149.45,448.35,2024-11-04,Delivered,Susanmouth,Kansas
2683,241,160,5,44.92,224.6,2024-11-03,Delivered,Mcdonaldmouth,Rhode Island
2684,791,134,1,311.18,311.18,2024-09-30,Processing,Travisberg,Massachusetts
2685,32,48,2,260.96,521.92,2025-04-07,Delivered,Seanside,Illinois
2686,483,159,2,24.62,49.24,2024-02-13,Delivered,Ashleychester,Virginia
2687,934,6,6,32.87,197.22,2024-04-28,Delivered,Allenberg,Wyoming
2688,462,64,3,40.97,122.91,2024-07-13,Delivered,New Benjaminfort,Massachusetts
2689,485,126,2,26.67,53.34,2025-10-30,Delivered,Port Katieton,Wisconsin
2690,829,183,2,135.59,271.18,2025-08-10,Delivered,Olsonburgh,Wisconsin
2691,965,61,1,169.19,169.19,2024-03-25,Delivered,Ryanside,North Carolina
2692,225,118,2,105.56,211.12,2025-01-13,Delivered,Lake Georgechester,Virginia
2693,870,192,3,67.26,201.78,2024-03-09,Delivered,West Jamesshire,Minnesota
2694,449,172,5,94.69,473.45,2025-12-18,Delivered,West Melanieburgh,Washington
2695,279,27,3,90.21,270.63,2025-02-17,Shipped,East Joanna,Idaho
2696,34,64,3,40.97,122.91,2024-10-01,Shipped,Port Madison,Washington
2697,266,110,10,22.94,229.4,2024-04-10,Delivered,South Jessica,North Dakota
2698,962,128,2,175.24,350.48,2024-08-09,Delivered,New Mark,South Dakota
2699,102,18,1,11.27,11.27,2024-04-30,Delivered,North Savannahmouth,Idaho
2700,353,150,6,27.09,162.54,2024-09-20,Returned,Michaelport,South Carolina
2701,638,62,5,22.04,110.2,2024-02-01,Delivered,Heatherbury,New York
2702,92,160,3,44.92,0.0,2025-12-18,Cancelled,Ramosstad,New Mexico
2703,599,157,2,160.66,0.0,2025-09-14,Cancelled,Hillhaven,Montana
2704,991,60,5,18.23,91.15,2025-09-03,Delivered,East Sabrina,Tennessee
2705,7,171,9,47.53,427.77,2025-10-14,Delivered,New Kristinbury,Washington
2706,191,26,5,13.77,68.85,2024-11-23,Processing,North Hannah,Texas
2707,997,2,12,18.84,226.08,2025-10-23,Delivered,Port Robertstad,South Dakota
2708,846,44,2,268.71,537.42,2024-02-22,Delivered,Watsonfurt,Maine
2709,160,51,1,83.6,83.6,2024-08-10,Delivered,Howardville,Oklahoma
2710,488,90,1,18.14,18.14,2025-04-25,Processing,Katiehaven,Alaska
2711,966,105,4,145.88,583.52,2024-05-05,Delivered,South John,Washington
2712,94,11,3,101.47,304.41,2025-09-13,Delivered,West Ricardofurt,Washington
2713,391,75,8,17.14,137.12,2025-03-13,Shipped,Brandonburgh,Utah
2714,812,98,3,231.55,694.65,2025-05-17,Delivered,Karenfort,Missouri
2715,541,104,11,12.69,139.59,2025-04-27,Delivered,Adamston,New Jersey
2716,658,150,8,27.09,216.72,2024-10-29,Processing,Josephland,Minnesota
2717,163,91,5,48.73,243.65,2024-09-28,Delivered,Gravesville,Rhode Island
2718,196,10,2,1605.0,3210.0,2024-10-12,Delivered,Mullinsberg,New York
2719,396,21,2,403.17,806.34,2024-02-17,Returned,Port Darrenfort,Texas
2720,248,200,3,475.37,1426.11,2024-03-30,Shipped,Gutierrezmouth,Washington
2721,995,143,2,86.44,172.88,2025-05-21,Shipped,Port Williambury,Rhode Island
2722,421,198,4,25.72,102.88,2025-02-27,Delivered,Spencershire,Indiana
2723,53,150,12,27.09,325.08,2024-01-18,Shipped,Kennethshire,Kansas
2724,550,85,1,245.72,245.72,2024-10-29,Returned,Carrieberg,Alaska
2725,764,185,5,48.88,244.4,2024-08-25,Delivered,Mckinneyberg,Idaho
2726,424,61,3,169.19,507.57,2024-07-21,Shipped,Davidburgh,North Dakota
2727,112,163,2,519.4,1038.8,2024-11-04,Processing,Meganmouth,Montana
2728,164,170,4,178.63,714.52,2025-01-12,Delivered,New Rebecca,Louisiana
2729,763,131,1,61.47,61.47,2024-10-19,Delivered,Hayesport,Colorado
2730,765,101,2,341.21,682.42,2025-04-15,Delivered,Avilaside,Arkansas
2731,946,96,4,26.39,105.56,2025-01-30,Shipped,East Robert,Alaska
2732,226,200,3,475.37,1426.11,2024-04-13,Delivered,Jamesmouth,Oregon
2733,478,39,1,49.93,49.93,2025-10-13,Delivered,Michaelburgh,West Virginia
2734,848,138,3,28.38,85.14,2024-03-21,Delivered,West Brettton,North Dakota
2735,780,118,3,105.56,316.68,2024-12-26,Delivered,Younghaven,New York
2736,319,151,2,36.96,73.92,2024-09-28,Delivered,North Christinafort,Maine
2737,867,33,2,31.92,63.84,2024-10-09,Shipped,New Julie,Iowa
2738,599,62,10,22.04,220.4,2025-01-26,Delivered,Hillhaven,Montana
2739,32,123,5,75.82,379.1,2025-06-27,Delivered,Seanside,Illinois
2740,372,141,1,410.72,410.72,2025-11-14,Delivered,Meyersside,Louisiana
2741,106,51,4,83.6,334.4,2024-08-17,Delivered,East Alejandro,Minnesota
2742,675,56,3,62.2,186.6,2025-10-09,Shipped,Brandifurt,Illinois
2743,910,85,2,245.72,491.44,2024-12-17,Delivered,Ericbury,North Dakota
2744,856,22,1,18.02,18.02,2024-07-10,Delivered,Port Terriborough,New Jersey
2745,371,1,6,30.83,0.0,2024-12-30,Cancelled,Sandramouth,Idaho
2746,730,78,1,81.52,81.52,2025-02-25,Delivered,Charlesborough,Utah
2747,119,46,5,23.4,117.0,2024-09-01,Shipped,West Randyshire,Florida
2748,786,29,1,71.74,0.0,2024-07-01,Cancelled,Kennedyton,Kansas
2749,854,119,5,21.46,107.3,2024-03-16,Processing,West Kennethfort,Kansas
2750,215,161,3,20.39,61.17,2024-02-26,Delivered,West Kyletown,South Dakota
2751,646,89,2,861.19,1722.38,2024-12-30,Processing,West Amberside,Connecticut
2752,538,137,2,190.49,380.98,2025-12-06,Delivered,Calderonland,South Carolina
2753,875,115,3,29.6,88.8,2025-07-15,Delivered,Wagnerville,Illinois
2754,526,90,1,18.14,18.14,2024-11-12,Delivered,East Ronaldchester,Kentucky
2755,577,111,3,52.0,156.0,2024-08-23,Delivered,Sullivanhaven,Tennessee
2756,989,57,2,1697.6,3395.2,2024-02-18,Delivered,East Alicia,New Hampshire
2757,678,12,1,466.36,466.36,2024-01-21,Delivered,Palmerport,Tennessee
2758,986,159,4,24.62,98.48,2025-12-30,Delivered,West Josestad,New Hampshire
2759,689,39,1,49.93,49.93,2025-03-21,Delivered,Garyshire,Oklahoma
2760,158,151,8,36.96,295.68,2025-10-12,Delivered,Walkerberg,Alabama
2761,881,86,1,282.32,282.32,2024-02-04,Shipped,Salazarborough,Nevada
2762,829,118,2,105.56,211.12,2024-10-20,Delivered,Olsonburgh,Wisconsin
2763,203,149,4,9.54,38.16,2024-02-19,Delivered,Meyersview,Virginia
2764,719,128,3,175.24,525.72,2025-09-13,Delivered,Catherineview,Oklahoma
2765,592,195,2,97.33,194.66,2024-11-27,Delivered,North Danielleport,South Dakota
2766,580,177,2,180.62,361.24,2025-01-14,Delivered,Lake Paulland,Hawaii
2767,925,162,3,19.45,58.35,2025-05-16,Delivered,Kimberlymouth,Indiana
2768,244,152,2,1386.63,2773.26,2025-09-06,Delivered,Thomasbury,Maryland
2769,343,173,3,238.82,716.46,2025-08-08,Delivered,Berrymouth,Pennsylvania
2770,351,134,2,311.18,622.36,2025-12-19,Delivered,East Stephanieside,Missouri
2771,73,165,3,38.1,114.3,2024-12-19,Delivered,Moorebury,North Dakota
2772,742,3,4,104.42,417.68,2025-03-30,Delivered,Lake Carol,Massachusetts
2773,404,29,2,71.74,143.48,2025-10-29,Shipped,East Larry,North Dakota
2774,114,83,1,462.77,462.77,2024-12-03,Delivered,New Andrewhaven,Washington
2775,975,144,4,16.76,67.04,2024-08-28,Delivered,North Sarachester,North Dakota
2776,457,142,3,89.63,268.89,2025-09-27,Delivered,North Katrina,Maryland
2777,15,80,3,84.05,252.15,2025-04-13,Delivered,Wongchester,Arkansas
2778,450,168,1,36.23,36.23,2025-03-30,Delivered,North Mark,South Carolina
2779,218,55,2,42.27,84.54,2024-06-12,Returned,Patriciaburgh,Kansas
2780,427,104,7,12.69,88.83,2025-02-14,Delivered,Bethtown,Florida
2781,513,171,2,47.53,95.06,2025-09-05,Delivered,Johnsonmouth,Indiana
2782,923,39,1,49.93,0.0,2024-10-10,Cancelled,West Josephberg,Michigan
2783,41,29,2,71.74,143.48,2025-12-29,Delivered,West Susan,North Dakota
2784,514,121,2,14.65,29.3,2024-10-17,Shipped,East Tracyfurt,Indiana
2785,823,25,2,115.58,0.0,2025-05-25,Cancelled,East Brianna,Texas
2786,313,4,5,127.98,639.9,2024-04-06,Delivered,South Gregoryberg,West Virginia
2787,547,84,3,95.76,287.28,2025-01-06,Delivered,Riverachester,Montana
2788,889,134,3,311.18,933.54,2025-02-22,Delivered,West Amberfort,Colorado
2789,104,137,4,190.49,761.96,2025-10-13,Returned,Teresamouth,Louisiana
2790,414,189,1,84.62,84.62,2024-10-09,Delivered,Silvamouth,Georgia
2791,734,120,2,8.28,16.56,2025-09-27,Delivered,West Michelle,Louisiana
2792,91,83,1,462.77,462.77,2025-10-15,Delivered,East Huntershire,Nebraska
2793,726,194,1,78.91,78.91,2025-07-16,Delivered,Lake Randallmouth,California
2794,130,142,2,89.63,179.26,2025-12-03,Delivered,Ingramside,West Virginia
2795,919,171,10,47.53,475.3,2024-06-24,Delivered,New Kelsey,Oregon
2796,345,14,3,252.45,757.35,2025-02-14,Delivered,East Richardview,Maine
2797,523,79,6,11.71,70.26,2025-03-08,Delivered,Lake Lauraberg,Georgia
2798,210,189,3,84.62,253.86,2024-05-30,Delivered,Careyville,Utah
2799,406,71,1,1339.32,0.0,2025-03-22,Cancelled,Baileyfort,Massachusetts
2800,613,89,2,861.19,1722.38,2024-02-04,Delivered,North Richardtown,New Hampshire
2801,1,167,2,79.13,158.26,2025-11-25,Delivered,Port Francesfurt,Mississippi
2802,616,47,3,64.42,0.0,2025-12-12,Cancelled,Taylorberg,Wyoming
2803,231,101,3,341.21,0.0,2024-09-04,Cancelled,Port Amber,Arkansas
2804,594,142,4,89.63,358.52,2025-02-22,Delivered,Hendersonview,Maine
2805,931,95,2,22.59,45.18,2025-07-11,Delivered,North Anthony,North Carolina
2806,516,57,1,1697.6,1697.6,2025-10-12,Delivered,Bryanmouth,South Dakota
2807,639,33,2,31.92,0.0,2025-06-05,Cancelled,Kennethburgh,Florida
2808,968,26,7,13.77,96.39,2025-07-04,Delivered,New Rogerfurt,Arizona
2809,674,165,3,38.1,114.3,2024-06-07,Delivered,Watsontown,Michigan
2810,872,47,2,64.42,128.84,2025-05-09,Delivered,East Marcus,Georgia
2811,232,132,2,115.46,230.92,2024-02-14,Delivered,East Johnborough,Michigan
2812,603,2,12,18.84,226.08,2025-06-08,Delivered,Khanborough,South Carolina
2813,462,69,3,87.97,263.91,2025-10-31,Delivered,New Benjaminfort,Massachusetts
2814,73,155,1,485.1,485.1,2025-02-07,Delivered,Moorebury,North Dakota
2815,112,165,4,38.1,152.4,2024-07-17,Delivered,Meganmouth,Montana
2816,548,187,2,393.01,786.02,2024-05-25,Delivered,Thomasstad,Montana
2817,944,77,2,759.78,1519.56,2024-03-09,Delivered,South Curtismouth,Oregon
2818,198,104,3,12.69,38.07,2025-05-06,Delivered,Barajastown,Rhode Island
2819,950,194,1,78.91,78.91,2025-11-20,Shipped,Harringtonberg,Maine
2820,993,55,2,42.27,84.54,2024-09-30,Delivered,Quinnberg,Washington
2821,608,128,3,175.24,525.72,2025-11-18,Shipped,Herringmouth,Iowa
2822,375,118,1,105.56,105.56,2024-07-07,Shipped,Elizabethton,Maine
2823,706,180,4,21.56,86.24,2024-08-14,Delivered,Websterside,Illinois
2824,2,123,4,75.82,303.28,2025-11-06,Shipped,New Corey,Illinois
2825,632,21,2,403.17,806.34,2024-08-09,Processing,New Victoria,New York
2826,879,181,3,267.26,801.78,2024-05-19,Shipped,East Michelemouth,Pennsylvania
2827,863,151,2,36.96,73.92,2025-09-03,Shipped,Alexisborough,Wyoming
2828,756,24,7,7.3,51.1,2024-07-14,Delivered,Pollardfurt,Louisiana
2829,589,70,2,149.45,298.9,2025-11-28,Shipped,South Sandra,Hawaii
2830,549,194,2,78.91,157.82,2025-07-30,Delivered,Tonyaton,Nevada
2831,369,177,3,180.62,541.86,2024-09-08,Delivered,Brittanyview,Washington
2832,224,164,1,18.49,18.49,2024-09-07,Returned,Wilsonside,Vermont
2833,887,61,1,169.19,169.19,2025-01-28,Returned,Port Shariland,Vermont
2834,382,145,1,1051.16,0.0,2025-03-09,Cancelled,Carrillomouth,Mississippi
2835,765,60,11,18.23,200.53,2024-12-25,Delivered,Avilaside,Arkansas
2836,732,136,3,287.21,861.63,2024-11-02,Processing,Lake Donald,South Dakota
2837,823,123,1,75.82,75.82,2025-05-08,Delivered,East Brianna,Texas
2838,376,88,3,35.05,105.15,2024-02-04,Delivered,New Victoria,Vermont
2839,196,63,4,91.76,367.04,2024-11-07,Delivered,Mullinsberg,New York
2840,224,70,4,149.45,597.8,2025-09-12,Delivered,Wilsonside,Vermont
2841,412,177,4,180.62,722.48,2024-08-23,Delivered,New Cynthia,Minnesota
2842,243,26,1,13.77,13.77,2025-10-11,Delivered,Michelleville,Pennsylvania
2843,796,48,2,260.96,521.92,2024-07-30,Delivered,East Patrickburgh,Massachusetts
2844,855,131,3,61.47,184.41,2025-02-26,Shipped,Reeseberg,Nebraska
2845,696,42,5,95.18,475.9,2024-10-04,Delivered,Martinezshire,Vermont
2846,512,35,3,18.72,56.16,2025-09-08,Delivered,Dianafurt,Missouri
2847,698,183,1,135.59,135.59,2025-08-10,Shipped,South Sethstad,Wyoming
2848,143,165,4,38.1,152.4,2025-05-01,Delivered,Patriciastad,South Carolina
2849,768,41,3,70.23,210.69,2025-08-20,Processing,Jenniferview,Georgia
2850,121,114,1,29.44,0.0,2024-11-13,Cancelled,Meganville,Hawaii
2851,515,31,3,61.67,185.01,2024-11-26,Delivered,New Beverlymouth,Arizona
2852,30,119,6,21.46,128.76,2025-03-09,Delivered,North Lisa,Montana
2853,51,5,3,121.33,363.99,2025-04-11,Delivered,Carolynside,New Hampshire
2854,694,151,6,36.96,221.76,2025-11-17,Delivered,North Brian,Colorado
2855,434,54,5,91.12,455.6,2025-03-06,Delivered,Lindamouth,Arkansas
2856,262,95,1,22.59,22.59,2024-08-08,Shipped,North Amanda,Alaska
2857,878,75,7,17.14,119.98,2024-10-26,Shipped,New Tammy,Louisiana
2858,169,131,4,61.47,245.88,2024-11-24,Delivered,West Janetland,Nevada
2859,215,30,1,84.94,84.94,2024-04-08,Shipped,West Kyletown,South Dakota
2860,801,181,2,267.26,534.52,2025-07-11,Returned,Owensmouth,Alabama
2861,765,37,3,226.21,678.63,2025-07-19,Delivered,Avilaside,Arkansas
2862,938,150,11,27.09,297.99,2024-01-02,Delivered,Carrillotown,Connecticut
2863,357,90,4,18.14,72.56,2025-11-30,Shipped,North Angela,New Jersey
2864,474,198,6,25.72,154.32,2025-06-10,Shipped,Lake Mary,New York
2865,721,78,2,81.52,163.04,2025-04-04,Delivered,Lake Lisastad,Florida
2866,35,161,4,20.39,81.56,2024-03-01,Delivered,Oconnorberg,Idaho
2867,709,5,1,121.33,121.33,2024-08-30,Returned,Edwardsborough,West Virginia
2868,65,175,3,68.63,205.89,2024-12-18,Delivered,East Justinburgh,New Jersey
2869,731,9,1,901.03,901.03,2025-08-05,Delivered,Underwoodberg,Utah
2870,902,192,4,67.26,269.04,2024-05-28,Delivered,South Mark,Alaska
2871,8,72,2,109.37,218.74,2024-01-30,Delivered,Port Jacqueline,Arizona
2872,77,2,11,18.84,207.24,2024-01-05,Shipped,North John,Indiana
2873,680,120,3,8.28,24.84,2025-06-11,Delivered,North Madisonhaven,Maryland
2874,992,143,4,86.44,345.76,2025-11-11,Delivered,South Crystal,Alabama
2875,845,83,3,462.77,1388.31,2024-06-06,Delivered,Sandovalburgh,Tennessee
2876,375,172,2,94.69,189.38,2024-08-16,Delivered,Elizabethton,Maine
2877,712,164,2,18.49,36.98,2025-11-26,Delivered,Nicoleburgh,California
2878,305,49,4,30.9,123.6,2025-08-28,Delivered,South Philip,Colorado
2879,676,27,1,90.21,90.21,2025-08-24,Delivered,North Christophermouth,Wisconsin
2880,793,155,2,485.1,970.2,2025-08-22,Delivered,Patricktown,Texas
2881,118,42,3,95.18,285.54,2024-02-18,Processing,Thompsonview,Utah
2882,753,53,3,149.5,448.5,2025-02-02,Returned,North Terriview,Georgia
2883,828,162,3,19.45,58.35,2025-12-30,Shipped,Jacksonchester,South Dakota
2884,7,100,1,191.72,191.72,2025-05-02,Shipped,New Kristinbury,Washington
2885,823,170,4,178.63,714.52,2025-11-01,Delivered,East Brianna,Texas
2886,923,122,1,28.49,28.49,2025-03-08,Shipped,West Josephberg,Michigan
2887,981,1,1,30.83,30.83,2024-12-07,Delivered,Dorothystad,Alaska
2888,225,101,2,341.21,682.42,2024-05-08,Returned,Lake Georgechester,Virginia
2889,998,132,1,115.46,115.46,2024-10-22,Delivered,Lake Franciscoton,Kentucky
2890,750,50,3,34.59,103.77,2025-01-02,Delivered,Albertberg,Kentucky
2891,107,180,4,21.56,86.24,2024-11-03,Delivered,South Markmouth,Utah
2892,406,56,1,62.2,62.2,2024-01-25,Delivered,Baileyfort,Massachusetts
2893,712,36,2,754.48,1508.96,2024-12-27,Delivered,Nicoleburgh,California
2894,292,146,4,82.28,329.12,2024-12-15,Delivered,Christinaberg,New York
2895,601,87,2,93.57,187.14,2024-09-18,Delivered,Lake Michelle,Georgia
2896,141,41,3,70.23,210.69,2024-02-13,Shipped,South Darlenefurt,Oklahoma
2897,553,147,1,162.95,162.95,2025-12-17,Shipped,South Ashley,Iowa
2898,439,190,2,105.43,210.86,2025-05-13,Delivered,Port Alexandraland,California
2899,851,189,1,84.62,84.62,2025-03-12,Delivered,Angelaview,Hawaii
2900,549,143,2,86.44,172.88,2025-07-17,Delivered,Tonyaton,Nevada
2901,692,66,3,491.85,1475.55,2024-06-05,Delivered,Lambbury,Kansas
2902,309,164,2,18.49,36.98,2024-01-01,Delivered,Oconnorstad,Hawaii
2903,845,197,1,8.38,8.38,2024-02-13,Delivered,Sandovalburgh,Tennessee
2904,723,174,1,120.66,120.66,2024-10-11,Delivered,Jamesmouth,New Jersey
2905,547,95,1,22.59,22.59,2025-03-18,Delivered,Riverachester,Montana
2906,258,29,2,71.74,143.48,2025-01-30,Shipped,South Larryview,South Carolina
2907,325,199,3,225.44,0.0,2024-06-19,Cancelled,Scottchester,Oklahoma
2908,998,41,2,70.23,140.46,2024-11-12,Delivered,Lake Franciscoton,Kentucky
2909,410,33,2,31.92,63.84,2025-06-07,Delivered,New Mirandamouth,New Jersey
2910,284,93,1,1327.15,1327.15,2024-03-14,Delivered,Chrisborough,Oklahoma
2911,297,26,10,13.77,137.7,2024-05-31,Delivered,Fisherchester,Massachusetts
2912,447,184,2,25.97,51.94,2025-04-02,Delivered,West Alyssa,Colorado
2913,166,42,4,95.18,380.72,2024-10-18,Delivered,Vanessamouth,Oklahoma
2914,563,199,2,225.44,450.88,2024-02-27,Processing,South Mathew,Arkansas
2915,394,77,2,759.78,1519.56,2024-05-29,Shipped,Mariachester,Wyoming
2916,423,102,4,75.07,0.0,2025-01-31,Cancelled,Friedmanmouth,New Jersey
2917,418,69,5,87.97,439.85,2025-04-13,Shipped,Veronicafurt,Washington
2918,895,60,9,18.23,164.07,2024-09-14,Delivered,Hicksmouth,Oklahoma
2919,466,54,5,91.12,455.6,2024-05-07,Delivered,North Patrickborough,Illinois
2920,366,30,1,84.94,84.94,2025-06-25,Delivered,Port John,Nebraska
2921,956,191,3,14.34,43.02,2024-07-09,Delivered,Ericchester,Wyoming
2922,399,102,4,75.07,300.28,2025-07-15,Processing,North Stephanie,Michigan
2923,167,29,1,71.74,71.74,2024-09-06,Shipped,Emilymouth,Illinois
2924,722,100,3,191.72,0.0,2024-01-27,Cancelled,Thomasbury,New Jersey
2925,449,107,3,329.62,988.86,2024-05-28,Delivered,West Melanieburgh,Washington
2926,964,54,2,91.12,182.24,2024-05-27,Delivered,Hallberg,Nebraska
2927,719,107,1,329.62,329.62,2025-03-27,Delivered,Catherineview,Oklahoma
2928,469,164,9,18.49,166.41,2024-03-29,Delivered,South Jeffreyton,West Virginia
2929,34,80,4,84.05,336.2,2024-12-08,Delivered,Port Madison,Washington
2930,262,28,2,369.51,739.02,2025-11-07,Delivered,North Amanda,Alaska
2931,594,64,3,40.97,122.91,2025-03-06,Delivered,Hendersonview,Maine
2932,320,92,11,33.69,370.59,2025-11-07,Delivered,South William,Connecticut
2933,400,85,2,245.72,491.44,2024-11-13,Delivered,Lake Jillian,Rhode Island
2934,939,163,1,519.4,519.4,2025-05-19,Processing,Ryanland,California
2935,347,82,1,37.77,37.77,2025-05-02,Delivered,Brandtland,West Virginia
2936,362,88,1,35.05,35.05,2025-02-15,Delivered,New Cristianbury,Massachusetts
2937,850,42,1,95.18,95.18,2025-05-25,Shipped,South Travisville,New Hampshire
2938,258,90,5,18.14,90.7,2024-01-31,Delivered,South Larryview,South Carolina
2939,997,119,5,21.46,107.3,2025-03-13,Processing,Port Robertstad,South Dakota
2940,887,129,3,112.51,337.53,2024-08-16,Returned,Port Shariland,Vermont
2941,752,118,1,105.56,105.56,2024-01-02,Processing,Pattersonmouth,Mississippi
2942,525,2,5,18.84,94.2,2025-06-06,Delivered,Lake Jennifer,South Dakota
2943,387,8,1,71.61,71.61,2024-08-16,Returned,Marisatown,Wyoming
2944,124,70,1,149.45,149.45,2025-12-07,Shipped,Port Danielport,Pennsylvania
2945,198,120,5,8.28,0.0,2025-02-23,Cancelled,Barajastown,Rhode Island
2946,286,35,4,18.72,74.88,2025-11-19,Delivered,East Annachester,New Jersey
2947,545,10,1,1605.0,1605.0,2025-05-02,Delivered,Sanchezborough,Rhode Island
2948,744,146,3,82.28,246.84,2025-02-21,Processing,Port Austin,Georgia
2949,255,170,4,178.63,714.52,2024-07-25,Delivered,Fergusonstad,Georgia
2950,621,47,4,64.42,257.68,2025-05-05,Delivered,Jamesland,Delaware
